numerics/lpfeastol = 1e-08
presolving:
(round 1, fast)       403 del vars, 806 del conss, 0 add conss, 2207 chg bounds, 0 chg sides, 0 chg coeffs, 2 upgd conss, 0 impls, 0 clqs
(round 2, exhaustive) 403 del vars, 808 del conss, 402 add conss, 2207 chg bounds, 0 chg sides, 0 chg coeffs, 2 upgd conss, 0 impls, 0 clqs
(round 3, fast)       403 del vars, 808 del conss, 402 add conss, 2607 chg bounds, 0 chg sides, 0 chg coeffs, 2 upgd conss, 0 impls, 0 clqs
(round 4, exhaustive) 403 del vars, 808 del conss, 402 add conss, 2607 chg bounds, 0 chg sides, 0 chg coeffs, 203 upgd conss, 0 impls, 0 clqs
(round 5, exhaustive) 403 del vars, 808 del conss, 402 add conss, 2607 chg bounds, 0 chg sides, 0 chg coeffs, 204 upgd conss, 201 impls, 0 clqs
   (0.4s) probing cycle finished: starting next cycle
presolving (6 rounds: 6 fast, 4 medium, 4 exhaustive):
 403 deleted vars, 808 deleted constraints, 402 added constraints, 2607 tightened bounds, 0 added holes, 0 changed sides, 0 changed coefficients
 322 implications, 0 cliques
presolved problem has 1204 variables (201 bin, 0 int, 0 impl, 1003 cont) and 1007 constraints
    400 constraints of type <soc>
    201 constraints of type <varbound>
      1 constraints of type <knapsack>
    405 constraints of type <linear>
Presolving Time: 0.38
numerics/lpfeastol = 1e-08

  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
T     1 |     0 |   389 |     - |  62M|-2.145594e+02 |-1.000000e+00 |  Large 
      1 |     0 |   795 |     - |  62M|-1.360668e+00 |-1.000000e+00 |  36.07%
      1 |     0 |   901 |     - |  62M|-1.299616e+00 |-1.000000e+00 |  29.96%
      1 |     0 |  1174 |     - |  62M|-1.276954e+00 |-1.000000e+00 |  27.70%
      1 |     0 |  1174 |     - |  62M|-1.276954e+00 |-1.000000e+00 |  27.70%
      1 |     0 |  1607 |     - |  63M|-1.210900e+00 |-1.000000e+00 |  21.09%
      1 |     0 |  1607 |     - |  63M|-1.210900e+00 |-1.000000e+00 |  21.09%
      1 |     0 |  2190 |     - |  63M|-1.192693e+00 |-1.000000e+00 |  19.27%
      1 |     0 |  2190 |     - |  63M|-1.192693e+00 |-1.000000e+00 |  19.27%
      1 |     0 |  2567 |     - |  64M|-1.183102e+00 |-1.000000e+00 |  18.31%
      1 |     0 |  3148 |     - |  65M|-1.173901e+00 |-1.000000e+00 |  17.39%
      1 |     0 |  3148 |     - |  65M|-1.173901e+00 |-1.000000e+00 |  17.39%
      1 |     0 |  3617 |     - |  65M|-1.162243e+00 |-1.000000e+00 |  16.22%
      1 |     0 |  4123 |     - |  67M|-1.154348e+00 |-1.000000e+00 |  15.43%
      1 |     0 |  4582 |     - |  68M|-1.152579e+00 |-1.000000e+00 |  15.26%
  node  | left  |LP iter|LP it/n| mem |  dualbound   | primalbound  |  gap   
      1 |     0 |  4582 |     - |  68M|-1.152579e+00 |-1.000000e+00 |  15.26%
      1 |     0 |  5002 |     - |  71M|-1.151853e+00 |-1.000000e+00 |  15.19%
      1 |     0 |  5306 |     - |  72M|-1.151702e+00 |-1.000000e+00 |  15.17%
